,Name,Type,FrequentWord
0,Will's Doggn' It,Food services,"[('great', 10), ('food', 5), ('deli', 5), ('dog', 5), ('good', 4), ('small', 4), ('sandwiches', 4), ('definitely', 4), ('eating', 3), ('love', 3), ('delicious', 3), ('dogs', 3), (""i've"", 3), ('excellent', 3), ('nice', 3)]"
