,Name,Type,FrequentWord
0,Southern Kitchen,Food services,"[('food', 7), ('cold', 4), ('chicken', 4), ('great', 4), ('restaurant', 4), ('cheese', 4), ('good', 4), ('macaroni', 3), ('serving', 2), ('going', 2), ('location', 2), ('overall', 2), ('awful', 2), ('disappointed', 2), ('home', 2)]"
